81 1560343753 0.000244 0.200000 0.000244 0.000244 0.000000
81 1560343754 0.000244 0.200000 0.000244 0.000244 0.000000
81 1560343755 0.000244 0.200000 0.000244 0.000244 0.000000
81 1560343756 0.000244 0.200000 0.000244 0.000244 0.000000
81 1560343757 0.000244 0.200000 0.000244 0.000244 0.000000
81 1560343763 0.000182 0.200000 0.000182 0.000182 0.000000
81 1560343764 0.000182 0.200000 0.000182 0.000182 0.000000
81 1560343765 0.000182 0.200000 0.000182 0.000182 0.000000
81 1560343766 0.000182 0.200000 0.000182 0.000182 0.000000
81 1560343767 0.000182 0.200000 0.000182 0.000182 0.000000
81 1560343773 0.000183 0.200000 0.000183 0.000183 0.000000
81 1560343774 0.000183 0.200000 0.000183 0.000183 0.000000
81 1560343775 0.000183 0.200000 0.000183 0.000183 0.000000
81 1560343776 0.000183 0.200000 0.000183 0.000183 0.000000
81 1560343777 0.000183 0.200000 0.000183 0.000183 0.000000
101 1560343778 11.838952 0.200000 11.838952 11.838952 28.032156
101 1560343779 11.838952 0.200000 11.838952 11.838952 28.032156
101 1560343780 11.838952 0.200000 11.838952 11.838952 28.032156
101 1560343781 11.838952 0.200000 11.838952 11.838952 28.032156
101 1560343782 11.838952 0.200000 11.838952 11.838952 28.032156
81 1560343783 0.000255 0.200000 0.000255 0.000255 0.000000
81 1560343784 0.000255 0.200000 0.000255 0.000255 0.000000
81 1560343785 0.000255 0.200000 0.000255 0.000255 0.000000
81 1560343786 0.000255 0.200000 0.000255 0.000255 0.000000
81 1560343787 0.000255 0.200000 0.000255 0.000255 0.000000
101 1560343788 15.739897 0.200000 15.739897 15.739897 49.548875
104 1560343788 28.925948 0.200000 28.925948 28.925948 167.342092
101 1560343789 15.739897 0.200000 15.739897 15.739897 49.548875
104 1560343789 28.925948 0.200000 28.925948 28.925948 167.342092
101 1560343790 15.739897 0.200000 15.739897 15.739897 49.548875
104 1560343790 28.925948 0.200000 28.925948 28.925948 167.342092
101 1560343791 15.739897 0.200000 15.739897 15.739897 49.548875
104 1560343791 28.925948 0.200000 28.925948 28.925948 167.342092
101 1560343792 15.739897 0.200000 15.739897 15.739897 49.548875
104 1560343792 28.925948 0.200000 28.925948 28.925948 167.342092
81 1560343793 0.000238 0.200000 0.000238 0.000238 0.000000
104 1560343793 27.296336 0.200000 27.296336 27.296336 149.017996
81 1560343794 0.000238 0.200000 0.000238 0.000238 0.000000
104 1560343794 27.296336 0.200000 27.296336 27.296336 149.017996
81 1560343795 0.000238 0.200000 0.000238 0.000238 0.000000
104 1560343795 27.296336 0.200000 27.296336 27.296336 149.017996
81 1560343796 0.000238 0.200000 0.000238 0.000238 0.000000
104 1560343796 27.296336 0.200000 27.296336 27.296336 149.017996
81 1560343797 0.000238 0.200000 0.000238 0.000238 0.000000
104 1560343797 27.296336 0.200000 27.296336 27.296336 149.017996
101 1560343803 15.517334 0.200000 15.517334 15.517334 48.157532
81 1560343803 0.000195 0.200000 0.000195 0.000195 0.000000
101 1560343804 15.517334 0.200000 15.517334 15.517334 48.157532
81 1560343804 0.000195 0.200000 0.000195 0.000195 0.000000
101 1560343805 15.517334 0.200000 15.517334 15.517334 48.157532
81 1560343805 0.000195 0.200000 0.000195 0.000195 0.000000
101 1560343806 15.517334 0.200000 15.517334 15.517334 48.157532
81 1560343806 0.000195 0.200000 0.000195 0.000195 0.000000
101 1560343807 15.517334 0.200000 15.517334 15.517334 48.157532
81 1560343807 0.000195 0.200000 0.000195 0.000195 0.000000
104 1560343808 33.398733 0.200000 33.398733 33.398733 223.095075
104 1560343809 33.398733 0.200000 33.398733 33.398733 223.095075
104 1560343810 33.398733 0.200000 33.398733 33.398733 223.095075
104 1560343811 33.398733 0.200000 33.398733 33.398733 223.095075
104 1560343812 33.398733 0.200000 33.398733 33.398733 223.095075
101 1560343813 16.270606 0.400000 13.345110 19.196102 109.316461
81 1560343813 0.000180 0.200000 0.000180 0.000180 0.000000
101 1560343814 16.270606 0.400000 13.345110 19.196102 109.316461
81 1560343814 0.000180 0.200000 0.000180 0.000180 0.000000
